,Ano Mes,Local de instalação,HH,Quantidade de Acidentes,Quantidade de Acidentes de Alto Potencial,Binario Acidentes de Alto Potencial
181,2020-03,S-S-FHA,79.78386960514233,0.0,0.0,0.0
182,2020-03,S-E-SERT,7.5,0.0,0.0,0.0
183,2020-03,S-S-CVO,11.555465587044534,0.0,0.0,0.0
184,2020-03,S-S-IVP,149.45333621814902,0.0,0.0,0.0
185,2020-03,S-S-SEDE,4.415384615384616,0.0,0.0,0.0
186,2020-03,S-S-GRA,191.31878870576028,0.0,0.0,0.0
187,2020-03,S-E-RXA,1.1428571428571428,0.0,0.0,0.0
188,2020-03,S-S-RCO,25.4919658119658,0.0,0.0,0.0
189,2020-03,S-S-LON,307.40915731850646,0.0,0.0,0.0
190,2020-03,S-S-GAR1,31.061258306910485,0.0,0.0,0.0
191,2020-03,S-S-LGR,551.4520829549239,0.0,0.0,0.0
192,2020-03,S-U-UHSD,649.8633730356762,0.0,0.0,0.0
193,2020-03,S-S-CUR,328.3145468509983,0.0,0.0,0.0
194,2020-03,S-S-NPR2,102.71714285714287,0.0,0.0,0.0
195,2020-03,S-S-LIV3,0.0,0.0,0.0,0.0
196,2020-03,S-S-ASS,242.4009020380544,0.0,0.0,0.0
197,2020-03,S-S-SCR1,65.09512820512822,0.0,0.0,0.0
198,2020-03,S-S-PFU,356.0969169719158,0.0,0.0,0.0
199,2020-03,S-S-ITA,151.2212023809523,0.0,0.0,0.0
200,2020-03,S-S-ABT,18.18473389355742,0.0,0.0,0.0
201,2020-03,S-S-MCH,93.69340659340662,0.0,0.0,0.0
202,2020-03,S-S-XAN,214.49632302139008,0.0,0.0,0.0
203,2020-04,S-S-GUA,0.6136363636363636,0.0,0.0,0.0
204,2020-04,S-E-CMCBA,0.968627450980392,0.0,0.0,0.0
205,2020-04,S-E-EMP,6.652298850574713,0.0,0.0,0.0
206,2020-04,S-S-CAX,273.59535414080864,0.0,0.0,0.0
207,2020-04,S-E-GPE,3.8,0.0,0.0,0.0
208,2020-04,S-S-NSR,253.41469070174725,0.0,0.0,0.0
209,2020-04,S-S-PIN2,32.59640200379331,0.0,0.0,0.0
210,2020-04,S-S-FCO,52.41806072715164,0.0,0.0,0.0
211,2020-04,S-E-CCA,0.32,0.0,0.0,0.0
212,2020-04,S-S-DOU,41.18685279367098,0.0,0.0,0.0
213,2020-04,S-E-SEDE,8.278571428571428,0.0,0.0,0.0
214,2020-04,S-E-AGL,0.2703703703703703,0.0,0.0,0.0
215,2020-04,S-S-SEDE,22.41538461538461,0.0,0.0,0.0
216,2020-04,S-S-MIS,133.4071428571429,0.0,0.0,0.0
217,2020-04,S-S-DOS,6.0,0.0,0.0,0.0
218,2020-04,S-E-RBA,0.0,0.0,0.0,0.0
219,2020-04,S-E-RPF,19.5,0.0,0.0,0.0
220,2020-04,S-S-ROQ,1.3333333333333333,0.0,0.0,0.0
221,2020-04,S-S-GAS2,34.600770308123245,0.0,0.0,0.0
222,2020-04,S-S-MCL,20.88653810835629,0.0,0.0,0.0
223,2020-04,S-S-CHA,74.37740010946908,0.0,0.0,0.0
224,2020-04,S-S-ITJ,101.9000470343055,0.0,0.0,0.0
225,2020-04,S-S-CAN,117.34368131868138,0.0,0.0,0.0
226,2020-04,S-S-GUO,9.647058823529411,0.0,0.0,0.0
227,2020-04,S-S-SPA2,0.6,0.0,0.0,0.0
228,2020-04,S-S-ANA,231.26426149607963,0.0,0.0,0.0
229,2020-04,S-S-GRT,19.685,0.0,0.0,0.0
230,2020-04,S-S-ITR,28.81201200314836,0.0,0.0,0.0
231,2020-04,S-S-CCH,139.13604010025026,0.0,0.0,0.0
232,2020-04,S-E-NVE,5.638461538461539,0.0,0.0,0.0
233,2020-04,S-S-GRA,198.88164584861752,0.0,0.0,0.0
234,2020-04,S-S-CGR,77.9224037525473,0.0,0.0,0.0
235,2020-04,S-S-NPR2,22.00857142857143,0.0,0.0,0.0
236,2020-04,S-S-LIV2,26.579399585921337,0.0,0.0,0.0
